,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,1h_ocean,inland,island,near_bay,near_ocean
5226,-118.25,33.93,36.0,2452.0,734.0,2664.0,667.0,9298.0,100000.0,True,False,False,False,False
5227,-118.25,33.93,42.0,819.0,233.0,899.0,228.0,11346.0,85400.0,True,False,False,False,False
5228,-118.24,33.94,37.0,869.0,241.0,1040.0,233.0,20000.0,84200.0,True,False,False,False,False
5229,-118.24,33.94,34.0,796.0,180.0,673.0,144.0,20769.000000000004,88300.0,True,False,False,False,False
5230,-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,15132.000000000002,86300.0,True,False,False,False,False
5231,-118.24,33.93,32.0,779.0,201.0,861.0,219.0,10625.0,89800.0,True,False,False,False,False
5232,-118.24,33.94,42.0,380.0,106.0,411.0,100.0,9705.0,90000.0,True,False,False,False,False
5233,-118.24,33.94,39.0,1215.0,273.0,1211.0,265.0,17212.0,95500.0,True,False,False,False,False
5234,-118.23,33.94,39.0,1141.0,258.0,1313.0,234.0,20187.0,90100.0,True,False,False,False,False
5235,-118.23,33.94,35.0,1090.0,267.0,1339.0,263.0,21607.0,97600.0,True,False,False,False,False
5236,-118.23,33.94,36.0,1110.0,226.44997332643595,1417.0,302.0,23333.0,92100.0,True,False,False,False,False
5237,-118.24,33.94,30.0,940.0,211.0,1071.0,204.0,12679.0,92000.0,True,False,False,False,False
5238,-118.23,33.93,36.0,501.0,123.0,487.0,118.0,13000.0,87000.0,True,False,False,False,False
5239,-118.23,33.93,39.0,2065.0,532.0,2015.0,535.0,8478.0,104900.0,True,False,False,False,False
5240,-118.24,33.93,32.0,1063.0,282.0,992.0,253.0,8984.0,88700.0,True,False,False,False,False
5285,-118.46,34.05,25.0,4077.0,1151.0,1719.0,1017.0,37721.0,337500.0,True,False,False,False,False
5286,-118.46,34.05,21.0,3639.0,1002.0,1489.0,983.0,46197.0,387500.0,True,False,False,False,False
5297,-118.44,34.07,21.0,730.0,263.0,965.0,224.0,20511.0,350000.0,True,False,False,False,False
5299,-118.45,34.07,13.0,4284.0,1452.0,3806.0,1252.0,13125.0,350000.0,True,False,False,False,False
5300,-118.45,34.07,19.0,4845.0,1609.0,3751.0,1539.0,15830.0,350000.0,True,False,False,False,False
5301,-118.45,34.06,20.0,3367.0,1264.0,2667.0,1131.0,22444.0,500000.0,True,False,False,False,False
5308,-118.44,34.05,32.0,1880.0,435.0,798.0,417.0,47109.0,500000.0,True,False,False,False,False
5309,-118.44,34.05,15.0,5368.0,1312.0,2269.0,1232.0,57097.0,316700.0,True,False,False,False,False
5322,-118.43,34.05,24.0,3832.0,949.0,1613.0,893.0,39673.0,477300.0,True,False,False,False,False
5323,-118.44,34.05,20.0,5943.0,1538.0,2492.0,1429.0,41141.0,305000.0,True,False,False,False,False
5326,-118.45,34.05,28.0,801.0,399.0,936.0,406.0,21875.0,181300.0,True,False,False,False,False
5327,-118.45,34.04,22.0,3319.0,1045.0,1848.0,940.0,36673.0,283300.0,True,False,False,False,False
5328,-118.45,34.04,23.0,3771.0,1321.0,2031.0,1241.0,27679.0,277500.0,True,False,False,False,False
5329,-118.46,34.05,25.0,6902.0,2138.0,3136.0,1844.0,26509.0,410000.0,True,False,False,False,False
5330,-118.45,34.05,23.0,4099.0,1287.0,2103.0,1217.0,37549.0,275000.0,True,False,False,False,False
5331,-118.46,34.04,19.0,3522.0,1036.0,1820.0,977.0,32663.000000000004,337500.0,True,False,False,False,False
5332,-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,35335.0,268800.0,True,False,False,False,False
5333,-118.45,34.04,19.0,3330.0,1010.0,1837.0,915.0,30173.0,393800.0,True,False,False,False,False
5334,-118.46,34.04,25.0,2142.0,718.0,1390.0,699.0,30069.0,325000.0,True,False,False,False,False
5335,-118.46,34.04,25.0,2768.0,850.0,1558.0,784.0,36976.0,360000.0,True,False,False,False,False
5336,-118.46,34.04,17.0,2729.0,897.0,1404.0,758.0,31235.0,420800.0,True,False,False,False,False
5337,-118.46,34.04,31.0,2621.0,707.0,1632.0,673.0,32870.0,348100.0,True,False,False,False,False
5338,-118.45,34.04,21.0,2819.0,648.0,1435.0,593.0,39489.0,360200.0,True,False,False,False,False
5339,-118.45,34.03,45.0,727.0,168.0,520.0,175.0,26528.0,300000.0,True,False,False,False,False
5340,-118.45,34.03,39.0,1657.0,402.0,931.0,363.0,37813.0,336300.0,True,False,False,False,False
5341,-118.44,34.04,49.0,32.0,7.0,14.0,7.0,21875.0,225000.0,True,False,False,False,False
5342,-118.44,34.04,16.0,18.0,6.0,3.0,4.0,5360.0,350000.0,True,False,False,False,False
5343,-118.44,34.04,31.0,2670.0,662.0,1535.0,631.0,30714.0,347800.0,True,False,False,False,False
5345,-118.42,34.04,46.0,1508.0,276.0,639.0,273.0,49250.0,409800.0,True,False,False,False,False
5346,-118.43,34.04,42.0,2725.0,569.0,1115.0,516.0,45833.00000000001,427500.0,True,False,False,False,False
5356,-118.39,34.05,35.0,2458.0,576.0,1047.0,554.0,40283.0,412500.0,True,False,False,False,False
5359,-118.39,34.05,25.0,2814.0,701.0,1139.0,658.0,40153.0,460000.0,True,False,False,False,False
5366,-118.39,34.04,44.0,1873.0,286.0,635.0,283.0,55951.00000000001,461300.0,True,False,False,False,False
5370,-118.38,34.04,35.0,2237.0,592.0,1794.0,543.0,22961.0,207700.0,True,False,False,False,False
5371,-118.38,34.04,31.0,2846.0,727.0,2120.0,672.0,27226.0,254200.0,True,False,False,False,False
5372,-118.38,34.04,45.0,767.0,130.0,254.0,118.0,62895.0,340400.0,True,False,False,False,False
5373,-118.38,34.04,36.0,3005.0,771.0,2054.0,758.0,20437.0,309100.0,True,False,False,False,False
5374,-118.38,34.04,39.0,2614.0,569.0,1665.0,553.0,34063.0,271600.0,True,False,False,False,False
5375,-118.39,34.04,41.0,101.0,23.0,85.0,30.0,41250.0,237500.0,True,False,False,False,False
5377,-118.39,34.04,49.0,1230.0,279.0,669.0,269.0,39038.0,308300.0,True,False,False,False,False
5378,-118.39,34.03,28.0,1722.0,536.0,1161.0,481.0,32228.0,232500.0,True,False,False,False,False
5379,-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,30574.0,319400.0,True,False,False,False,False
5380,-118.4,34.03,24.0,1101.0,318.0,491.0,287.0,32222.0,319400.0,True,False,False,False,False
5381,-118.4,34.03,43.0,1006.0,201.0,520.0,199.0,65669.0,372800.0,True,False,False,False,False
5382,-118.41,34.03,26.0,4376.0,1394.0,2435.0,1250.0,28418.0,327300.0,True,False,False,False,False
5383,-118.4,34.02,19.0,7297.0,2331.0,3870.0,2144.0,31160.0,300000.0,True,False,False,False,False
5384,-118.4,34.02,27.0,515.0,201.0,397.0,228.0,24135.0,184400.0,True,False,False,False,False
5385,-118.41,34.03,24.0,3711.0,1192.0,1764.0,1147.0,31642.0,366700.0,True,False,False,False,False
5386,-118.41,34.02,24.0,2610.0,756.0,1322.0,692.0,35022.0,281300.0,True,False,False,False,False
5387,-118.41,34.02,16.0,5825.0,1866.0,3390.0,1752.0,30964.999999999996,320000.0,True,False,False,False,False
5388,-118.39,34.03,19.0,1450.0,509.0,746.0,437.0,31415.0,55000.0,True,False,False,False,False
5389,-118.4,34.03,13.0,6152.0,1978.0,3397.0,1845.0,34058.0,275000.0,True,False,False,False,False
5390,-118.38,34.03,36.0,2101.0,569.0,1756.0,527.0,29344.0,222100.0,True,False,False,False,False
5391,-118.39,34.03,39.0,1366.0,375.0,1237.0,370.0,37206.0,230900.0,True,False,False,False,False
5392,-118.37,34.04,43.0,888.0,170.0,514.0,161.0,31827.0,202800.0,True,False,False,False,False
5393,-118.37,34.04,42.0,1809.0,424.0,1094.0,382.0,27670.0,143000.0,True,False,False,False,False
5394,-118.38,34.03,43.0,912.0,255.0,705.0,246.0,26402.0,185700.0,True,False,False,False,False
5395,-118.37,34.04,25.0,542.0,161.0,442.0,131.0,22500.0,333300.0,True,False,False,False,False
5396,-118.37,34.04,43.0,1465.0,278.0,727.0,290.0,40781.0,289400.0,True,False,False,False,False
5397,-118.42,34.03,45.0,1262.0,223.0,637.0,221.0,50866.0,427300.0,True,False,False,False,False
5398,-118.43,34.03,45.0,1740.0,311.0,788.0,306.0,52099.0,373600.0,True,False,False,False,False
5399,-118.43,34.03,39.0,1733.0,429.0,855.0,387.0,32308.0,340800.0,True,False,False,False,False
5400,-118.43,34.03,26.0,1706.0,516.0,894.0,435.0,31875.0,372700.0,True,False,False,False,False
5401,-118.42,34.03,44.0,904.0,176.0,358.0,158.0,33542.0,344200.0,True,False,False,False,False
5402,-118.44,34.03,25.0,2059.0,659.0,1349.0,588.0,32395.999999999996,352400.0,True,False,False,False,False
5403,-118.43,34.03,36.0,1552.0,388.0,867.0,352.0,36467.0,346700.0,True,False,False,False,False
5404,-118.44,34.03,37.0,1193.0,205.0,488.0,224.0,36250.0,357600.0,True,False,False,False,False
5405,-118.44,34.03,37.0,975.0,189.0,489.0,202.0,42434.0,331000.0,True,False,False,False,False
5406,-118.44,34.03,30.0,1039.0,303.0,606.0,274.0,31250.0,343800.0,True,False,False,False,False
5407,-118.45,34.03,41.0,1240.0,320.0,711.0,304.0,33482.0,318100.0,True,False,False,False,False
5408,-118.45,34.03,41.0,2083.0,528.0,993.0,481.0,40231.0,353900.0,True,False,False,False,False
5409,-118.44,34.03,41.0,1164.0,265.0,561.0,251.0,42411.0,350900.0,True,False,False,False,False
5410,-118.44,34.02,37.0,1592.0,308.0,783.0,321.0,62583.0,386000.0,True,False,False,False,False
5411,-118.44,34.01,43.0,1408.0,246.0,651.0,240.0,45795.0,400000.0,True,False,False,False,False
5412,-118.44,34.01,41.0,1309.0,221.0,534.0,228.0,51708.0,418800.0,True,False,False,False,False
5413,-118.45,34.01,37.0,1328.0,250.0,626.0,228.0,58666.0,440100.0,True,False,False,False,False
5414,-118.45,34.01,40.0,1361.0,240.0,559.0,229.0,63516.0,354300.0,True,False,False,False,False
5415,-118.45,34.01,36.0,2424.0,418.0,1123.0,417.0,64755.0,405800.0,True,False,False,False,False
5417,-118.43,34.01,43.0,1487.0,242.0,675.0,247.0,53403.0,489800.0,True,False,False,False,False
5418,-118.44,34.02,39.0,3278.0,632.0,1321.0,617.0,62916.99999999999,465700.0,True,False,False,False,False
5422,-118.42,34.03,44.0,629.0,131.0,326.0,156.0,45278.0,374300.0,True,False,False,False,False
5423,-118.41,34.03,20.0,4374.0,1311.0,2165.0,1185.0,36019.0,463600.0,True,False,False,False,False
5424,-118.42,34.02,21.0,3244.0,815.0,1423.0,781.0,36488.0,340800.0,True,False,False,False,False
5425,-118.42,34.02,34.0,2243.0,444.0,973.0,413.0,49676.0,414100.0,True,False,False,False,False
5426,-118.42,34.02,28.0,3167.0,737.0,1248.0,665.0,31941.0,394700.0,True,False,False,False,False
5427,-118.42,34.02,34.0,2995.0,942.0,2626.0,947.0,22402.000000000004,450000.0,True,False,False,False,False
5428,-118.41,34.02,34.0,1430.0,357.0,805.0,362.0,33462.0,307000.0,True,False,False,False,False
5429,-118.42,34.02,22.0,3292.0,1134.0,1655.0,898.0,31746.0,348800.0,True,False,False,False,False
5430,-118.42,34.02,26.0,2664.0,842.0,1745.0,789.0,34269.0,301900.0,True,False,False,False,False
5431,-118.41,34.02,35.0,1728.0,442.0,1161.0,420.0,37250.0,310000.0,True,False,False,False,False
5432,-118.41,34.02,19.0,4702.0,1472.0,2636.0,1334.0,33955.0,225000.0,True,False,False,False,False
5433,-118.41,34.02,27.0,2224.0,618.0,1594.0,625.0,30833.0,315500.0,True,False,False,False,False
5434,-118.42,34.01,33.0,2731.0,535.0,1280.0,510.0,47083.00000000001,420100.0,True,False,False,False,False
5435,-118.42,34.01,32.0,1300.0,356.0,703.0,311.0,35667.0,394000.0,True,False,False,False,False
5436,-118.43,34.01,27.0,3133.0,1021.0,2242.0,1002.0,26970.0,412500.0,True,False,False,False,False
5437,-118.43,34.01,41.0,1527.0,279.0,746.0,285.0,64231.99999999999,446600.0,True,False,False,False,False
5439,-118.44,34.01,42.0,2061.0,396.0,907.0,393.0,60804.0,420000.0,True,False,False,False,False
5440,-118.44,34.0,44.0,1462.0,338.0,821.0,341.0,25990.000000000004,362200.0,True,False,False,False,False
5441,-118.44,34.0,44.0,1798.0,353.0,835.0,314.0,47500.0,355800.0,True,False,False,False,False
5442,-118.45,34.0,39.0,1909.0,359.0,867.0,345.0,47000.0,334700.0,True,False,False,False,False
5443,-118.44,34.0,40.0,1287.0,346.0,806.0,311.0,38750.0,321300.0,True,False,False,False,False
5444,-118.43,34.0,30.0,2148.0,597.0,1341.0,559.0,33995.0,324000.0,True,False,False,False,False
5445,-118.44,34.0,22.0,5822.0,1707.0,3335.0,1585.0,31579.0,243100.0,True,False,False,False,False
5446,-118.44,34.0,41.0,1562.0,377.0,874.0,368.0,41083.0,324300.0,True,False,False,False,False
5447,-118.42,34.01,42.0,1594.0,369.0,952.0,362.0,30990.000000000004,335400.0,True,False,False,False,False
5448,-118.42,34.01,29.0,1996.0,489.0,960.0,449.0,36611.0,344200.0,True,False,False,False,False
5449,-118.42,34.0,31.0,1930.0,456.0,1002.0,410.0,39798.0,458600.0,True,False,False,False,False
5450,-118.43,34.0,28.0,6128.0,1963.0,3586.0,1815.0,27058.0,310900.0,True,False,False,False,False
5451,-118.46,34.01,43.0,513.0,98.0,266.0,103.0,56428.0,343100.0,True,False,False,False,False
5452,-118.46,34.0,39.0,4098.0,1100.0,2054.0,1053.0,29180.0,345600.0,True,False,False,False,False
5453,-118.46,34.0,37.0,388.0,83.0,248.0,84.0,51664.0,326700.0,True,False,False,False,False
5454,-118.46,34.0,36.0,1392.0,260.0,679.0,247.0,47344.0,346900.0,True,False,False,False,False
5455,-118.46,34.01,39.0,711.0,148.0,347.0,153.0,42813.0,297200.0,True,False,False,False,False
5456,-118.47,34.0,38.0,1235.0,390.0,891.0,376.0,27143.0,287500.0,True,False,False,False,False
5457,-118.47,34.0,41.0,2331.0,636.0,1839.0,537.0,22879.999999999996,263500.0,True,False,False,False,False
5458,-118.46,34.0,39.0,614.0,174.0,538.0,159.0,23542.0,235700.0,True,False,False,False,False
5459,-118.47,33.99,34.0,1875.0,501.0,1491.0,526.0,28417.0,321400.0,True,False,False,False,False
5460,-118.47,34.0,37.0,2586.0,765.0,1801.0,737.0,26042.0,305800.0,True,False,False,False,False
5461,-118.47,33.99,31.0,1312.0,376.0,1178.0,330.0,20714.0,300000.0,True,False,False,False,False
5462,-118.47,33.99,41.0,1146.0,310.0,833.0,270.0,25938.0,285000.0,True,False,False,False,False
5463,-118.47,33.99,33.0,854.0,235.0,645.0,198.0,21471.0,239300.0,True,False,False,False,False
5464,-118.51,33.98,40.0,1901.0,679.0,865.0,587.0,23417.0,425000.0,True,False,False,False,False
5465,-118.48,33.99,46.0,2219.0,686.0,1107.0,590.0,25522.999999999996,387500.0,True,False,False,False,False
5466,-118.47,33.99,50.0,1568.0,501.0,764.0,478.0,30150.0,414300.0,True,False,False,False,False
5469,-118.47,33.99,37.0,2155.0,721.0,1082.0,637.0,34071.0,267500.0,True,False,False,False,False
5474,-118.46,33.99,44.0,1122.0,287.0,531.0,256.0,40598.0,335900.0,True,False,False,False,False
5475,-118.46,34.0,44.0,941.0,230.0,493.0,206.0,36458.0,325800.0,True,False,False,False,False
5477,-118.45,34.0,46.0,1777.0,362.0,896.0,334.0,44500.0,348300.0,True,False,False,False,False
5478,-118.45,34.0,43.0,1606.0,408.0,862.0,354.0,39620.0,345800.0,True,False,False,False,False
5479,-118.45,34.0,48.0,1923.0,408.0,1142.0,433.0,45750.0,326700.0,True,False,False,False,False
5480,-118.45,33.99,33.0,3125.0,785.0,1720.0,713.0,29722.0,325000.0,True,False,False,False,False
5482,-118.46,33.99,41.0,885.0,285.0,562.0,268.0,31992.0,303800.0,True,False,False,False,False
5483,-118.46,33.99,37.0,1828.0,460.0,1075.0,453.0,43370.0,360600.0,True,False,False,False,False
5484,-118.46,33.98,32.0,2388.0,591.0,1009.0,556.0,52121.00000000001,466700.0,True,False,False,False,False
5488,-118.45,33.99,45.0,1132.0,269.0,654.0,264.0,45673.0,343100.0,True,False,False,False,False
5489,-118.45,33.99,26.0,1919.0,405.0,953.0,371.0,60672.0,420800.0,True,False,False,False,False
5495,-118.4,34.0,10.0,1526.0,339.0,705.0,268.0,58083.0,321800.0,True,False,False,False,False
5496,-118.41,34.0,35.0,684.0,161.0,381.0,159.0,28393.0,272000.0,True,False,False,False,False
5497,-118.41,34.0,30.0,3550.0,934.0,3738.0,880.0,31910.0,271200.0,True,False,False,False,False
5498,-118.41,34.0,18.0,1307.0,441.0,884.0,456.0,29338.000000000004,276300.0,True,False,False,False,False
5499,-118.42,34.0,14.0,3771.0,1180.0,2355.0,978.0,31603.0,287500.0,True,False,False,False,False
5500,-118.42,33.99,35.0,1701.0,482.0,1428.0,494.0,37250.0,284600.0,True,False,False,False,False
5501,-118.43,33.99,35.0,2243.0,495.0,1135.0,465.0,43281.0,324000.0,True,False,False,False,False
5502,-118.43,33.98,19.0,8324.0,1590.0,2927.0,1538.0,75426.0,351700.0,True,False,False,False,False
5503,-118.43,33.99,45.0,1899.0,461.0,1260.0,415.0,26667.0,320000.0,True,False,False,False,False
5504,-118.43,33.99,43.0,2483.0,548.0,1212.0,493.0,40189.0,302900.0,True,False,False,False,False
5505,-118.42,33.99,23.0,5548.0,1245.0,2847.0,1229.0,44227.99999999999,366900.0,True,False,False,False,False
5506,-118.42,33.98,3.0,475.0,155.0,236.0,153.0,36667.0,450000.0,True,False,False,False,False
5507,-118.43,33.99,42.0,2558.0,558.0,1328.0,541.0,48750.0,301300.0,True,False,False,False,False
5508,-118.44,33.99,43.0,1432.0,308.0,782.0,303.0,43333.00000000001,303900.0,True,False,False,False,False
5509,-118.41,33.99,39.0,3014.0,822.0,3212.0,777.0,11984.999999999998,215000.0,True,False,False,False,False
5510,-118.42,33.99,38.0,740.0,171.0,599.0,194.0,40893.0,248900.0,True,False,False,False,False
5511,-118.42,33.99,35.0,1724.0,419.0,1079.0,394.0,45521.0,263800.0,True,False,False,False,False
5512,-118.41,34.0,35.0,1062.0,305.0,1026.0,307.0,27153.0,265500.0,True,False,False,False,False
5513,-118.41,33.99,36.0,1089.0,234.0,632.0,215.0,36538.0,276100.0,True,False,False,False,False
5514,-118.4,33.99,39.0,1613.0,380.0,1113.0,356.0,28250.0,276700.0,True,False,False,False,False
5515,-118.41,33.98,33.0,3331.0,777.0,1695.0,735.0,39727.0,307200.0,True,False,False,False,False
5516,-118.39,33.97,38.0,993.0,175.0,374.0,180.0,62673.0,357200.0,True,False,False,False,False
5517,-118.38,33.97,43.0,2715.0,458.0,1151.0,434.0,74897.0,362600.0,True,False,False,False,False
5518,-118.39,33.97,44.0,1097.0,186.0,513.0,185.0,62350.0,361400.0,True,False,False,False,False
5519,-118.39,33.97,43.0,2700.0,510.0,1146.0,506.0,51333.0,345900.0,True,False,False,False,False
5520,-118.39,33.97,46.0,2198.0,352.0,839.0,335.0,65778.0,350800.0,True,False,False,False,False
5521,-118.39,33.96,45.0,1361.0,252.0,581.0,263.0,58143.0,340700.0,True,False,False,False,False
5522,-118.39,33.96,45.0,1436.0,374.0,662.0,292.0,36250.0,329400.0,True,False,False,False,False
5523,-118.36,33.98,40.0,1113.0,234.0,584.0,231.0,30926.999999999996,316000.0,True,False,False,False,False
5524,-118.37,33.98,39.0,303.0,69.0,131.0,73.0,43438.0,331800.0,True,False,False,False,False
5525,-118.37,33.97,32.0,6699.0,1781.0,2725.0,1544.0,33889.0,285700.0,True,False,False,False,False
5526,-118.41,33.97,37.0,1629.0,275.0,668.0,266.0,61333.0,387200.0,True,False,False,False,False
5527,-118.41,33.97,44.0,2298.0,388.0,849.0,360.0,55941.0,363500.0,True,False,False,False,False
5528,-118.4,33.96,44.0,1877.0,314.0,877.0,320.0,68197.0,363600.0,True,False,False,False,False
5529,-118.41,33.96,44.0,1802.0,306.0,753.0,282.0,60286.0,356000.0,True,False,False,False,False
5530,-118.41,33.97,43.0,1464.0,224.0,581.0,232.0,62022.00000000001,365900.0,True,False,False,False,False
5531,-118.41,33.97,44.0,2789.0,503.0,3732.0,474.0,46176.00000000001,352300.0,True,False,False,False,False
5532,-118.42,33.97,44.0,1462.0,240.0,562.0,237.0,49375.0,365200.0,True,False,False,False,False
5533,-118.42,33.96,44.0,1282.0,216.0,494.0,209.0,56180.0,365900.0,True,False,False,False,False
5534,-118.43,33.96,38.0,1104.0,216.0,415.0,163.0,61985.0,422000.0,True,False,False,False,False
5539,-118.42,33.96,24.0,4393.0,966.0,1257.0,579.0,50714.0,356100.0,True,False,False,False,False
5540,-118.43,33.96,16.0,14891.0,3984.0,6270.0,3595.0,51064.0,283200.0,True,False,False,False,False
5541,-118.4,33.97,35.0,913.0,161.0,451.0,172.0,56169.0,411200.0,True,False,False,False,False
5542,-118.4,33.98,39.0,714.0,118.0,314.0,117.0,59856.0,432100.0,True,False,False,False,False
5543,-118.4,33.98,36.0,2526.0,452.0,996.0,441.0,56110.0,456600.0,True,False,False,False,False
5544,-118.4,33.97,38.0,1089.0,174.0,502.0,180.0,75953.0,434800.0,True,False,False,False,False
5545,-118.4,33.97,37.0,1364.0,248.0,494.0,242.0,46364.0,456300.0,True,False,False,False,False
5546,-118.4,33.97,44.0,2825.0,453.0,1221.0,461.0,59544.0,377200.0,True,False,False,False,False
5547,-118.4,33.96,43.0,2416.0,454.0,1028.0,409.0,56731.99999999999,330700.0,True,False,False,False,False
5548,-118.37,33.97,41.0,1833.0,355.0,847.0,348.0,57260.0,287800.0,True,False,False,False,False
5549,-118.38,33.97,42.0,1859.0,337.0,813.0,326.0,60190.0,294500.0,True,False,False,False,False
5550,-118.38,33.96,44.0,2395.0,458.0,1287.0,450.0,46923.0,299000.0,True,False,False,False,False
5551,-118.38,33.95,35.0,3259.0,967.0,2003.0,920.0,32708.0,400000.0,True,False,False,False,False
5552,-118.38,33.95,29.0,1821.0,588.0,1397.0,523.0,25833.0,187500.0,True,False,False,False,False
5553,-118.37,33.95,5.0,6955.0,2062.0,3591.0,1566.0,31110.000000000004,247600.0,True,False,False,False,False
5554,-118.4,33.96,44.0,1138.0,228.0,497.0,228.0,41852.0,303300.0,True,False,False,False,False
5555,-118.41,33.96,15.0,412.0,128.0,310.0,137.0,39792.0,266700.0,True,False,False,False,False
5556,-118.41,33.96,32.0,1044.0,219.0,567.0,222.0,41471.0,284400.0,True,False,False,False,False
5557,-118.41,33.94,45.0,2038.0,394.0,1086.0,387.0,47375.0,289600.0,True,False,False,False,False
5561,-118.28,33.92,37.0,1761.0,409.0,1309.0,357.0,21875.0,175900.0,True,False,False,False,False
5562,-118.28,33.91,41.0,620.0,133.0,642.0,162.0,26546.0,159600.0,True,False,False,False,False
5563,-118.29,33.9,42.0,1273.0,309.0,1203.0,348.0,44635.99999999999,162000.0,True,False,False,False,False
5564,-118.29,33.91,41.0,2475.0,532.0,1416.0,470.0,38372.0,156400.0,True,False,False,False,False
5565,-118.29,33.91,31.0,2025.0,618.0,2231.0,593.0,24741.0,151200.0,True,False,False,False,False
5566,-118.29,33.92,23.0,2503.0,532.0,1735.0,505.0,27368.0,162800.0,True,False,False,False,False
5567,-118.28,33.88,19.0,2758.0,675.0,2047.0,591.0,26618.0,179700.0,True,False,False,False,False
5568,-118.29,33.88,32.0,2307.0,493.0,1754.0,528.0,43170.0,232800.0,True,False,False,False,False
5569,-118.29,33.88,27.0,2082.0,612.0,2009.0,548.0,29063.0,184100.0,True,False,False,False,False
5570,-118.29,33.89,35.0,2810.0,614.0,1578.0,601.0,35900.0,200600.0,True,False,False,False,False
5571,-118.29,33.87,32.0,1700.0,340.0,864.0,317.0,43810.0,238700.0,True,False,False,False,False
5572,-118.3,33.86,35.0,2016.0,365.0,1083.0,369.0,51727.0,230200.0,True,False,False,False,False
5573,-118.3,33.86,35.0,1511.0,274.0,853.0,308.0,49791.99999999999,251300.0,True,False,False,False,False
5574,-118.29,33.85,10.0,1391.0,420.0,1378.0,377.0,19049.0,222200.0,True,False,False,False,False
5575,-118.31,33.84,5.0,3559.0,869.0,2965.0,794.0,26490.999999999996,216700.0,True,False,False,False,False
5576,-118.3,33.84,36.0,1428.0,268.0,825.0,250.0,47222.0,239600.0,True,False,False,False,False
5577,-118.3,33.84,37.0,1241.0,226.0,621.0,255.0,49196.0,232400.0,True,False,False,False,False
5578,-118.3,33.85,38.0,123.0,36.0,142.0,40.0,23942.0,200000.0,True,False,False,False,False
5579,-118.3,33.83,31.0,2693.0,661.0,1598.0,618.0,31851.0,240200.0,True,False,False,False,False
5580,-118.3,33.83,33.0,2716.0,660.0,1807.0,661.0,35473.0,226300.0,True,False,False,False,False
5581,-118.31,33.83,27.0,2880.0,802.0,2083.0,727.0,29619.0,223400.0,True,False,False,False,False
5582,-118.3,33.82,35.0,1499.0,340.0,1141.0,326.0,26136.0,213600.0,True,False,False,False,False
5583,-118.3,33.82,26.0,2080.0,560.0,2096.0,506.0,28106.0,184400.0,True,False,False,False,False
5584,-118.3,33.82,25.0,2659.0,765.0,2629.0,726.0,26368.0,175900.0,True,False,False,False,False
5585,-118.3,33.81,17.0,5544.0,1068.0,3008.0,1038.0,53220.0,282700.0,True,False,False,False,False
5586,-118.3,33.8,27.0,2790.0,513.0,1498.0,519.0,53106.0,268300.0,True,False,False,False,False
5587,-118.31,33.8,30.0,3096.0,757.0,2048.0,704.0,31250.0,233300.0,True,False,False,False,False
5588,-118.3,33.79,35.0,2793.0,686.0,2255.0,682.0,30057.0,235300.0,True,False,False,False,False
5589,-118.3,33.79,9.0,2782.0,884.0,1790.0,748.0,29154.0,203300.0,True,False,False,False,False
5590,-118.3,33.79,13.0,3569.0,924.0,2159.0,880.0,31629.999999999996,224200.0,True,False,False,False,False
5591,-118.3,33.78,35.0,2572.0,504.0,1172.0,519.0,46207.0,304100.0,True,False,False,False,False
5592,-118.26,33.8,41.0,2004.0,481.0,1658.0,456.0,31779.0,171100.0,True,False,False,False,False
5593,-118.25,33.8,36.0,1697.0,394.0,1274.0,396.0,33500.0,163100.0,True,False,False,False,False
5594,-118.26,33.79,30.0,1291.0,230.0,835.0,215.0,55000.0,181500.0,True,False,False,False,False
5595,-118.25,33.79,32.0,1205.0,340.0,1799.0,370.0,23750.0,128000.0,False,False,False,False,True
5596,-118.24,33.8,28.0,636.0,169.0,788.0,143.0,36161.0,131300.0,False,False,False,False,True
5597,-118.23,33.8,26.0,239.0,135.0,165.0,112.0,13333.0,187500.0,False,False,False,False,True
5598,-118.27,33.8,38.0,1446.0,327.0,980.0,319.0,33500.0,177700.0,True,False,False,False,False
5599,-118.27,33.79,36.0,2218.0,561.0,1789.0,527.0,31613.000000000004,182300.0,True,False,False,False,False
5600,-118.27,33.79,39.0,1513.0,365.0,1227.0,354.0,33929.0,184600.0,True,False,False,False,False
5601,-118.28,33.8,38.0,1471.0,329.0,1207.0,335.0,40000.0,165500.0,True,False,False,False,False
5602,-118.28,33.79,28.0,1895.0,420.0,1422.0,389.0,43816.0,191300.0,True,False,False,False,False
5603,-118.28,33.79,36.0,1989.0,458.0,1668.0,455.0,33009.0,168000.0,True,False,False,False,False
5604,-118.28,33.78,20.0,2233.0,591.0,1915.0,558.0,32011.0,169100.0,True,False,False,False,False
5605,-118.29,33.79,10.0,3708.0,1016.0,2855.0,948.0,20000.0,165400.0,True,False,False,False,False
5606,-118.29,33.79,16.0,1867.0,571.0,951.0,498.0,33427.0,154200.0,True,False,False,False,False
5607,-118.3,33.79,21.0,1068.0,283.0,1180.0,274.0,25000.0,157500.0,True,False,False,False,False
5608,-118.3,33.8,8.0,1115.0,412.0,1472.0,396.0,31392.000000000004,146200.0,True,False,False,False,False
