,Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Churn Value,CLTV,Churn Category,Churn Reason,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction
1122,6563-VNPMN,No,0,45,,Yes,4.14,No,Yes,DSL,20,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,3778.1,0.0,75.56,186.3,Female,80,No,Yes,No,No,0,Sylmar,91342,34.321621,-118.399841,81986,0,5397,,,1,0,
1123,2267-WTPYD,Yes,1,57,,Yes,23.05,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,94.0,5438.95,0.0,0.0,1313.85,Female,77,No,Yes,Yes,No,0,Granada Hills,91344,34.291273,-118.505104,48867,0,6015,,,2,1,
1124,9129-UXERG,No,0,18,,Yes,1.27,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.6,1806.35,0.0,0.0,22.86,Female,65,No,Yes,No,No,0,Van Nuys,91405,34.202494,-118.448048,51348,0,2094,,,0,0,
1125,6229-LSCKB,No,0,6,Offer E,Yes,48.32,No,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,497.6,0.0,0.0,289.92,Male,69,No,Yes,No,No,0,Encino,91436,34.152875,-118.486056,13129,0,2893,,,0,0,
1126,6127-IYJOZ,No,0,1,,Yes,40.38,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0.0,0.0,40.38,Male,71,No,Yes,No,No,0,Studio City,91604,34.139082,-118.39275,26157,0,5715,,,1,0,
1127,8065-QBYTO,No,0,71,Offer A,Yes,3.91,Yes,Yes,DSL,12,Yes,Yes,No,Yes,Yes,No,No,No,One Year,Yes,Credit Card,99.65,7181.25,0.0,862.0,277.61,Female,68,No,Yes,No,No,0,Pomona,91768,34.067932,-117.785168,36057,0,5448,,,0,0,
1128,7921-LMDFQ,No,0,51,,Yes,4.14,No,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0,4905.75,0.0,0.0,211.14,Male,69,No,Yes,No,No,0,Chula Vista,91910,32.636792,-117.054989,74025,0,6034,,,2,1,
1129,5820-PTRYM,Yes,1,56,,Yes,26.82,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,68.45,4014.0,0.0,0.0,1501.92,Female,75,No,Yes,Yes,No,0,Chula Vista,91913,32.64164,-116.985026,12884,0,4368,,,0,0,
1130,6211-WHMYA,No,0,64,,No,0.0,No,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,2751.0,0.0,578.0,0.0,Female,77,No,Yes,No,No,0,Chula Vista,91915,32.605012,-116.97595,9278,0,6055,,,0,0,
1131,3454-JFUBC,No,0,68,Offer A,Yes,10.48,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.0,1396.0,0.0,0.0,712.64,Male,66,No,Yes,No,No,0,Pala,92059,33.384345,-117.072619,1831,0,6136,,,0,0,
1132,2451-YMUXS,No,0,67,Offer A,Yes,28.88,Yes,Yes,DSL,11,Yes,Yes,No,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,64.55,4250.1,0.0,468.0,1934.96,Male,79,No,Yes,No,No,0,Vista,92084,33.22784,-117.200024,44692,0,4494,,,1,0,3.0
1133,4690-PKDQG,Yes,3,42,,Yes,22.89,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.55,3930.6,0.0,472.0,961.38,Female,66,No,Yes,Yes,No,0,San Diego,92102,32.716007,-117.117462,47140,0,4121,,,0,0,
1134,7789-CRUVC,Yes,1,61,,Yes,33.75,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,94.2,5895.45,0.0,1710.0,2058.75,Female,77,No,Yes,Yes,No,0,San Diego,92107,32.741852,-117.243453,27959,0,5274,,,2,0,
1135,9972-VAFJJ,Yes,1,53,,Yes,47.64,No,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,94.0,4871.45,0.0,1218.0,2524.92,Female,77,No,Yes,Yes,No,0,San Diego,92116,32.765299,-117.122565,33083,0,6355,,,2,0,3.0
1136,5981-ZVXOT,No,0,35,Offer C,Yes,10.73,Yes,Yes,DSL,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.35,3726.15,0.0,0.0,375.55,Female,72,No,Yes,No,No,0,San Diego,92131,32.89325,-117.087091,29283,0,5139,,,0,0,
1137,2274-XUATA,Yes,8,72,Offer A,No,0.0,No,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.1,4685.55,0.0,0.0,0.0,Male,78,No,Yes,Yes,No,0,Earp,92242,34.137742,-114.36514,1564,0,4933,,,1,0,3.0
1138,0666-UXTJO,Yes,4,34,Offer C,Yes,29.66,No,Yes,Cable,29,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.2,2874.45,0.0,834.0,1008.44,Male,80,No,Yes,Yes,No,0,Morongo Valley,92256,34.097863,-116.594561,3499,0,5393,,,0,0,
1139,1035-IPQPU,Yes,2,63,,Yes,18.14,Yes,Yes,Cable,2,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.5,6479.4,0.0,130.0,1142.82,Female,77,No,Yes,Yes,No,0,Parker Dam,92267,34.273872,-114.192901,131,0,5187,,,0,0,
1140,2235-DWLJU,No,0,6,,No,0.0,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,263.05,0.0,0.0,0.0,Female,75,No,Yes,No,No,0,Thousand Palms,92276,33.849263,-116.382778,6242,0,4611,,,0,0,
1141,3605-JISKB,Yes,2,55,,Yes,9.08,Yes,Yes,Fiber Optic,23,Yes,Yes,No,No,No,No,No,No,One Year,No,Credit Card,60.0,3316.1,0.0,763.0,499.4,Male,67,No,Yes,Yes,No,0,Twentynine Palms,92278,34.457829,-116.139589,14104,0,4212,,,1,0,
1142,3668-QPYBK,No,0,2,,Yes,10.47,No,Yes,Fiber Optic,23,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.004000000000005,108.15,0.0,0.0,20.94,Male,37,No,No,No,No,0,Los Angeles,90003,33.964131,-118.272783,58198,1,3239,Competitor,Competitor made better offer,4,0,1.0
1143,9237-HQITU,No,0,2,,Yes,9.12,No,Yes,Cable,56,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.528,151.65,0.0,0.0,18.24,Female,19,Yes,No,No,Yes,2,Los Angeles,90005,34.059281,-118.30742,43019,1,2701,Other,Moved,0,0,
1144,9305-CDSKC,No,0,8,,Yes,12.15,Yes,Yes,DSL,29,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.636,820.5,0.0,238.0,97.2,Female,31,No,No,No,Yes,2,Los Angeles,90006,34.048013,-118.293953,62784,1,5372,Other,Moved,2,1,3.0
1145,7892-POOKP,No,0,28,Offer C,Yes,4.89,Yes,Yes,DSL,52,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,108.992,3046.05,0.0,1584.0,136.92,Female,23,Yes,No,Yes,Yes,3,Los Angeles,90010,34.062125,-118.315709,1957,1,5003,Other,Moved,2,1,3.0
1146,0280-XJGEX,No,0,49,,Yes,44.33,Yes,Yes,Cable,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.848,5036.3,0.0,0.0,2172.17,Male,38,No,No,No,Yes,1,Los Angeles,90015,34.039224,-118.266293,15140,1,5340,Competitor,Competitor had better devices,2,2,
1147,4190-MFLUW,Yes,6,10,,Yes,9.41,No,Yes,Cable,76,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,57.40800000000001,528.35,0.0,40.15,94.1,Female,21,Yes,No,Yes,No,0,San Diego,92121,32.898613,-117.202937,4258,1,5925,Competitor,Competitor made better offer,2,0,
1148,1066-JKSGK,No,0,1,,Yes,33.58,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,20.15,0.0,0.0,33.58,Male,29,Yes,No,No,No,0,Los Angeles,90024,34.066303,-118.435479,44150,1,4832,Competitor,Competitor made better offer,1,0,
1149,6467-CHFZW,Yes,1,47,,Yes,31.35,Yes,Yes,Cable,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.324,4749.15,0.0,0.0,1473.45,Male,61,No,No,Yes,Yes,1,Los Angeles,90028,34.099869,-118.326843,30568,1,5789,Competitor,Competitor had better devices,1,1,
1150,8665-UTDHZ,Yes,1,1,,No,0.0,No,Yes,DSL,64,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,31.408,30.2,0.0,0.0,0.0,Male,27,Yes,No,Yes,No,0,Los Angeles,90029,34.089953,-118.294824,41713,1,2915,Competitor,Competitor had better devices,3,2,
1151,8773-HHUOZ,No,0,17,,Yes,40.55,No,Yes,DSL,45,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.28800000000001,1093.1,0.0,0.0,689.3499999999999,Female,20,Yes,No,No,No,0,Los Angeles,90032,34.078821,-118.177576,46960,1,3022,Competitor,Competitor offered higher download speeds,5,1,1.0
1152,6047-YHPVI,No,0,5,,Yes,12.6,No,Yes,Cable,64,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.488,316.9,0.0,203.0,63.0,Male,56,No,No,No,Yes,3,Los Angeles,90039,34.110845,-118.259595,29310,1,2454,Competitor,Competitor had better devices,1,1,1.0
1153,5380-WJKOV,No,0,34,Offer C,Yes,21.69,Yes,Yes,Cable,31,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.604,3549.25,0.0,1100.0,737.46,Male,51,No,No,No,Yes,1,Los Angeles,90041,34.137412,-118.207607,27866,1,2941,Competitor,Competitor offered higher download speeds,2,0,2.0
1154,8168-UQWWF,No,0,11,,Yes,27.57,Yes,Yes,Cable,20,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,101.764,1105.4,0.0,221.0,303.27,Female,48,No,No,No,Yes,2,Los Angeles,90042,34.11572,-118.192754,64672,1,5674,Competitor,Competitor offered more data,0,0,
1155,7760-OYPDY,No,0,2,,Yes,5.85,No,Yes,Cable,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.876,144.15,0.0,0.0,11.7,Female,32,No,No,No,Yes,2,Los Angeles,90056,33.987945,-118.370442,8115,1,5586,Competitor,Competitor had better devices,2,1,
1156,9420-LOJKX,No,0,15,,Yes,3.96,No,Yes,Cable,22,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.064,1426.4,0.0,0.0,59.4,Female,34,No,No,No,Yes,1,Los Angeles,90061,33.92128,-118.274186,24511,1,2966,Competitor,Competitor offered more data,3,1,
1157,5698-BQJOH,No,0,9,,Yes,27.21,Yes,Yes,Cable,32,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.17600000000002,857.25,0.0,0.0,244.89,Female,41,No,No,No,Yes,2,Beverly Hills,90211,34.063947,-118.383001,8321,1,5571,Price,Price too high,2,0,3.0
1158,5919-TMRGD,No,0,1,,Yes,13.13,No,Yes,Cable,63,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.524,79.35,0.0,0.0,13.13,Female,32,No,No,No,Yes,3,Huntington Park,90255,33.97803,-118.217141,78114,1,2483,Competitor,Competitor had better devices,3,1,
1159,9191-MYQKX,Yes,1,7,,Yes,8.69,No,Yes,Cable,58,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.156,496.9,0.0,288.0,60.83,Female,34,No,No,Yes,Yes,5,Lynwood,90262,33.923573,-118.200669,69850,1,3457,Dissatisfaction,Service dissatisfaction,0,0,
1160,8637-XJIVR,No,0,12,,Yes,25.34,Yes,Yes,DSL,62,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.108,927.35,0.0,575.0,304.08,Female,34,No,No,No,Yes,3,Marina Del Rey,90292,33.977468,-118.445475,18058,1,5806,Attitude,Attitude of support person,5,0,
1161,0278-YXOOG,No,0,5,Offer E,Yes,34.26,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,113.85,0.0,0.0,171.29999999999998,Male,30,No,No,No,No,0,Inglewood,90301,33.956445,-118.358634,37527,1,2604,Attitude,Attitude of support person,5,1,
1162,3192-NQECA,Yes,4,68,Offer A,Yes,14.79,Yes,Yes,Cable,52,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,114.4,7611.85,0.0,3958.0,1005.72,Male,26,Yes,No,Yes,No,0,Santa Monica,90403,34.031529,-118.491156,23559,1,5034,Competitor,Competitor had better devices,1,3,
1163,0486-HECZI,No,0,55,,Yes,49.06,Yes,Yes,DSL,30,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,100.62,5238.9,0.0,1572.0,2698.3,Male,37,No,No,Yes,Yes,1,Torrance,90504,33.867257,-118.330794,31678,1,5154,Price,Long distance charges,0,0,
1164,5299-RULOA,Yes,1,10,,Yes,24.48,Yes,Yes,Cable,33,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.26,1064.65,0.0,0.0,244.8,Female,62,No,No,Yes,Yes,2,Whittier,90606,33.976678,-118.065875,32148,1,5998,Price,Price too high,2,2,
1165,0404-SWRVG,No,0,3,Offer E,Yes,14.6,Yes,Yes,Cable,78,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,77.376,229.55,8.74,179.0,43.8,Male,21,Yes,No,No,Yes,2,La Habra,90631,33.940619,-117.9513,67354,1,4415,Dissatisfaction,Product dissatisfaction,3,2,
1166,6207-WIOLX,Yes,6,25,Offer C,No,0.0,No,Yes,Cable,53,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.944,1502.65,4.48,79.64,0.0,Female,27,Yes,No,Yes,No,0,Avalon,90704,33.391181,-118.421305,3699,1,4190,Attitude,Attitude of support person,3,0,1.0
1167,3091-FYHKI,No,0,1,Offer E,No,0.0,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,36.868,35.45,0.0,0.0,0.0,Male,64,No,No,No,No,0,Harbor City,90710,33.798266,-118.300237,24660,1,2301,Dissatisfaction,Network reliability,2,1,
1168,2372-HWUHI,No,0,2,Offer E,Yes,46.84,No,Yes,DSL,3,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,46.124,81.25,0.0,2.0,93.68,Male,45,No,No,No,No,0,Lakewood,90712,33.840524,-118.148403,30173,1,2570,Other,Don't know,5,2,
1169,4080-OGPJL,No,0,8,Offer E,Yes,48.14,Yes,Yes,DSL,20,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,73.99600000000001,563.65,0.0,113.0,385.12,Female,53,No,No,No,No,0,San Pedro,90731,33.736387,-118.284363,58639,1,2662,Other,Don't know,3,0,1.0
1170,2135-RXIHG,No,0,1,Offer E,Yes,14.12,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,47.476,45.65,0.0,0.0,14.12,Male,63,No,No,No,No,0,Carson,90745,33.822295,-118.26411,55486,1,2600,Competitor,Competitor had better devices,3,2,1.0
1171,3874-EQOEP,No,0,7,Offer E,Yes,20.52,Yes,Yes,Cable,31,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,98.8,655.5,36.6,203.0,143.64,Male,32,No,No,No,Yes,4,Long Beach,90804,33.783047,-118.1486,43467,1,2786,Competitor,Competitor had better devices,0,0,
1172,0867-MKZVY,Yes,5,20,,Yes,36.6,Yes,Yes,Fiber Optic,56,Yes,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,85.69600000000001,1592.35,33.43,892.0,732.0,Female,26,Yes,No,Yes,Yes,1,Altadena,91001,34.196837,-118.142236,36243,1,5719,Price,Price too high,1,1,
1173,3376-BMGFE,No,0,4,Offer E,Yes,33.5,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.736,273.0,8.74,82.0,134.0,Female,42,No,No,No,Yes,1,Monrovia,91016,34.1528,-118.000482,41067,1,4287,Dissatisfaction,Product dissatisfaction,2,3,1.0
1174,1875-QIVME,Yes,1,2,Offer E,Yes,11.51,Yes,Yes,DSL,58,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,108.576,242.8,45.44,141.0,23.02,Female,26,Yes,No,Yes,Yes,3,Tujunga,91042,34.296574,-118.244839,26753,1,4690,Attitude,Attitude of support person,5,2,
1175,0691-JVSYA,Yes,5,53,,Yes,40.62,No,Yes,DSL,80,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.644,5000.2,18.55,4000.0,2152.86,Female,24,Yes,No,Yes,No,0,Pasadena,91103,34.167465,-118.165327,27891,1,4328,Competitor,Competitor had better devices,3,1,1.0
1176,6317-YPKDH,No,0,1,Offer E,No,0.0,No,Yes,Cable,30,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,31.148,29.95,0.0,0.0,0.0,Female,54,No,No,No,No,0,Glendale,91202,34.167926,-118.267539,21990,1,4534,Competitor,Competitor had better devices,4,4,
1177,9367-WXLCH,No,0,8,Offer E,Yes,25.73,Yes,Yes,Cable,21,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,87.88000000000001,662.65,33.21,139.0,205.84,Male,51,No,No,No,Yes,2,Glendale,91204,34.136306,-118.26036,17015,1,2152,Price,Extra data charges,4,2,2.0
1178,1918-ZBFQJ,No,0,13,,Yes,33.54,No,Yes,DSL,84,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.42,1111.65,48.25,934.0,436.02,Female,48,No,No,No,Yes,3,Glendale,91206,34.162515,-118.203869,31297,1,5142,Competitor,Competitor had better devices,2,4,
1179,1024-GUALD,Yes,4,1,Offer E,No,0.0,No,Yes,Cable,32,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,25.792,24.8,0.0,0.0,0.0,Female,29,Yes,No,Yes,No,0,Glendale,91207,34.182378,-118.262922,9864,1,4851,Dissatisfaction,Product dissatisfaction,0,0,
1180,2472-OVKUP,Yes,5,6,,Yes,42.08,No,Yes,Fiber Optic,32,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.64,531.0,0.0,0.0,252.48,Male,39,No,No,Yes,Yes,2,Canoga Park,91304,34.224377,-118.632656,49242,1,2283,Dissatisfaction,Service dissatisfaction,4,1,
1181,1285-OKIPP,No,0,1,,Yes,23.2,No,Yes,DSL,23,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,83.096,79.9,0.0,0.0,23.2,Male,62,No,No,No,Yes,3,Mission Hills,91345,34.266389,-118.459744,17112,1,3394,Attitude,Attitude of support person,2,0,
1182,7825-ECJRF,No,0,19,,Yes,28.35,No,Yes,Fiber Optic,21,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,110.864,1934.45,21.72,0.0,538.65,Female,43,No,No,No,Yes,1,Santa Clarita,91350,34.502432,-118.41459,40077,1,3764,Dissatisfaction,Network reliability,3,2,1.0
1183,7841-TZDMQ,No,0,2,,Yes,49.81,No,Yes,DSL,45,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,47.84,84.5,0.0,38.0,99.62,Male,19,Yes,No,No,No,0,Sun Valley,91352,34.231053,-118.338307,46639,1,2667,Other,Don't know,3,0,3.0
1184,9408-SSNVZ,No,0,4,,Yes,29.4,No,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.956,268.35,21.69,51.0,117.6,Female,39,No,No,No,Yes,2,Stevenson Ranch,91381,34.364153,-118.615583,9937,1,2227,Other,Don't know,0,0,
1185,0742-MOABM,Yes,2,4,,Yes,9.67,No,Yes,Cable,24,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,52.052,179.35,0.0,43.0,38.68,Male,50,No,No,Yes,No,0,Fallbrook,92028,33.362575,-117.299644,42239,1,3394,Competitor,Competitor made better offer,2,0,2.0
1186,2232-DMLXU,No,0,1,,Yes,35.6,No,Yes,Fiber Optic,64,No,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Credit Card,57.40800000000001,55.2,0.0,0.0,35.6,Female,22,Yes,No,Yes,No,0,Van Nuys,91411,34.17847,-118.459472,23646,1,3638,Dissatisfaction,Poor expertise of online support,3,0,
1187,8937-RDTHP,No,0,1,,Yes,26.85,No,Yes,Fiber Optic,12,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,87.984,84.6,0.0,0.0,26.85,Male,40,No,No,No,Yes,1,Burbank,91504,34.213049,-118.317651,25882,1,2484,Dissatisfaction,Poor expertise of phone support,2,2,2.0
1188,1251-KRREG,No,0,2,,Yes,44.31,Yes,Yes,DSL,80,No,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,56.576,114.1,0.0,91.0,88.62,Male,22,Yes,No,No,No,0,North Hollywood,91601,34.1692,-118.372498,36625,1,2556,Price,Price too high,0,0,
1189,0322-YINQP,No,0,1,,Yes,11.35,No,Yes,Cable,10,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,50.492,48.55,0.0,0.0,11.35,Male,37,No,No,No,No,0,Covina,91723,34.084747,-117.886844,17554,1,5687,Attitude,Attitude of support person,5,0,
1190,4629-NRXKX,Yes,1,2,,Yes,46.23,No,Yes,Cable,23,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,73.21600000000001,147.15,0.0,34.0,92.46,Female,47,No,No,Yes,No,0,El Monte,91731,34.079934,-118.046695,30211,1,5687,Dissatisfaction,Network reliability,1,1,
1191,4959-JOSRX,Yes,3,2,Offer E,Yes,30.19,No,Yes,DSL,18,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,46.384,80.55,0.0,14.0,60.38,Female,41,No,No,Yes,No,0,La Puente,91744,34.031441,-117.936436,84965,1,4884,Price,Lack of affordable download/upload speed,3,0,
1192,6323-AYBRX,No,0,59,,Yes,26.63,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,1099.6,14.22,0.0,1571.1699999999998,Male,51,No,No,No,No,0,Ontario,91762,34.057256,-117.667677,54254,1,5084,Price,Price too high,2,0,3.0
1193,6366-ZGQGL,No,0,1,Offer E,No,0.0,No,Yes,DSL,32,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.792,24.8,0.0,0.0,0.0,Male,60,No,No,No,No,0,Pomona,91766,34.042286,-117.756106,69974,1,5087,Dissatisfaction,Service dissatisfaction,2,2,2.0
1194,5940-AHUHD,No,0,1,Offer E,Yes,44.59,No,Yes,Cable,45,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,73.42399999999999,70.6,0.0,0.0,44.59,Male,30,No,No,No,No,0,Pomona,91768,34.067932,-117.785168,36057,1,3338,Attitude,Attitude of support person,5,0,
1195,6432-TWQLB,Yes,1,5,Offer E,Yes,42.29,Yes,Yes,Fiber Optic,18,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.816,401.1,45.37,72.0,211.45,Male,51,No,No,Yes,No,0,Rosemead,91770,34.065108,-118.082791,61623,1,3676,Dissatisfaction,Network reliability,2,3,3.0
1196,4484-GLZOU,Yes,6,52,,Yes,10.59,Yes,Yes,DSL,53,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.252,5624.85,27.6,2981.0,550.68,Female,20,Yes,No,Yes,No,0,San Dimas,91773,34.102119,-117.815532,33878,1,4839,Other,Don't know,0,0,
1197,9512-UIBFX,Yes,6,18,,Yes,1.51,No,Yes,Fiber Optic,31,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,98.956,1779.95,10.17,552.0,27.18,Male,52,No,No,Yes,No,0,West Covina,91791,34.061634,-117.893169,30458,1,4643,Other,Don't know,4,1,3.0
1198,5583-SXDAG,Yes,1,1,Offer E,Yes,19.15,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.8,70.0,0.0,0.0,19.15,Male,41,No,No,Yes,No,0,Alhambra,91803,34.074736,-118.145959,30635,1,4094,Other,Don't know,0,0,
1199,3580-REOAC,No,0,10,,Yes,49.58,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,46.644000000000005,435.4,0.0,83.0,495.8,Male,34,No,No,No,No,0,San Diego,92122,32.85723,-117.209774,34902,1,4061,Competitor,Competitor made better offer,2,0,2.0
1200,6390-DSAZX,No,0,1,,Yes,6.19,No,Yes,Fiber Optic,57,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,76.544,73.6,0.0,0.0,6.19,Female,21,Yes,No,No,No,0,San Diego,92122,32.85723,-117.209774,34902,1,2565,Competitor,Competitor made better offer,4,1,
1201,7563-BIUPC,No,0,5,Offer E,Yes,5.78,No,Yes,DSL,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.824,415.55,36.44,0.0,28.9,Male,30,No,No,No,No,0,San Diego,92122,32.85723,-117.209774,34902,1,5715,Competitor,Competitor made better offer,2,0,2.0
1202,2321-OMBXY,Yes,1,38,Offer C,Yes,42.14,No,Yes,DSL,21,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,83.512,3058.65,0.0,642.0,1601.32,Female,55,No,No,Yes,No,0,San Diego,92122,32.85723,-117.209774,34902,1,2071,Other,Don't know,5,1,
